rownames,year,species,species_latin,count,hours,count_per_hour,count_per_week,species_binary
361,1922,Ruddy Duck,Oxyura jamaicensis,0,,,,American Crow
362,1922,Ruddy Turnstone,Arenaria interpres,0,,,,American Crow
363,1922,Ruffed Grouse,Bonasa umbellus,0,,,,American Crow
364,1922,Rusty Blackbird,Euphagus carolinus,0,,,,American Crow
365,1922,Sandhill Crane,Grus canadensis,0,,,,American Crow
366,1922,Savannah Sparrow,Passerculus sandwichensis,0,,,,American Crow
367,1922,Sharp-shinned Hawk,Accipiter striatus,0,,,,American Crow
368,1922,Short-eared Owl,Asio flammeus,0,,,,American Crow
369,1922,Snow Bunting,Plectrophenax nivalis,2,,,,American Crow
370,1922,Snow Goose,Chen caerulescens,0,,,,American Crow
371,1922,Snowy Owl,Bubo scandiacus,0,,,,American Crow
372,1922,Song Sparrow,Melospiza melodia,0,,,,American Crow
373,1922,Spotted Sandpiper,Actitis macularius,0,,,,American Crow
374,1922,Surf Scoter,Melanitta perspicillata,0,,,,American Crow
375,1922,Swainson's Thrush,Catharus ustulatus,0,,,,American Crow
376,1922,Swamp Sparrow,Melospiza georgiana,0,,,,American Crow
377,1922,Thayer's Gull,Larus thayeri,0,,,,American Crow
378,1922,Thick-billed Murre,Uria lomvia,0,,,,American Crow
379,1922,Trumpeter Swan,Cygnus buccinator,0,,,,American Crow
380,1922,Tufted Duck,Aythya fuligula,0,,,,American Crow
381,1922,Tufted Titmouse,Baeolophus bicolor,0,,,,American Crow
382,1922,Tundra Swan,Cygnus columbianus,0,,,,American Crow
383,1922,Turkey Vulture,Cathartes aura,0,,,,American Crow
384,1922,Varied Thrush,Ixoreus naevius,0,,,,American Crow
385,1922,Vesper Sparrow,Pooecetes gramineus,0,,,,American Crow
386,1922,White-breasted Nuthatch,Sitta carolinensis,13,,,,American Crow
387,1922,White-crowned Sparrow,Zonotrichia leucophrys,0,,,,American Crow
388,1922,White-throated Sparrow,Zonotrichia albicollis,0,,,,American Crow
389,1922,White-winged Crossbill,Loxia leucoptera,0,,,,American Crow
390,1922,White-winged Scoter,Melanitta fusca,0,,,,American Crow
391,1922,Whooper Swan,Cygnus cygnus,0,,,,American Crow
392,1922,Wild Turkey,Meleagris gallopavo,0,,,,American Crow
393,1922,Wilson's Warbler,Cardellina pusilla,0,,,,American Crow
394,1922,Winter Wren,Troglodytes hiemalis,0,,,,American Crow
395,1922,Wood Duck,Aix sponsa,0,,,,American Crow
396,1922,Yellow-bellied Sapsucker,Sphyrapicus varius,0,,,,American Crow
397,1922,Yellow-breasted Chat,Icteria virens,0,,,,American Crow
398,1922,Yellow-rumped Warbler,Setophaga coronata,0,,,,American Crow
399,1924,American Bittern,Botaurus lentiginosus,0,,,,American Crow
400,1924,American Black Duck,Anas rubripes,0,,,,American Crow
401,1924,American Coot,Fulica americana,0,,,,American Coot
402,1924,American Crow,Corvus brachyrhynchos,0,,,,American Crow
403,1924,American Goldfinch,Spinus tristis,0,,,,American Crow
404,1924,American Kestrel,Falco sparverius,0,,,,American Crow
405,1924,American Pipit,Anthus rubescens,0,,,,American Crow
406,1924,American Robin,Turdus migratorius,0,,,,American Crow
407,1924,American Three-toed Woodpecker,Picoides dorsalis,0,,,,American Crow
408,1924,American Tree Sparrow,Spizelloides arborea,44,,,,American Crow
409,1924,American Wigeon,Anas americana,0,,,,American Crow
410,1924,American Woodcock,Scolopax minor,0,,,,American Crow
411,1924,Bald Eagle,Haliaeetus leucocephalus,0,,,,American Crow
412,1924,Baltimore Oriole,Icterus galbula,0,,,,American Crow
413,1924,Barn Owl,Tyto alba,0,,,,American Crow
414,1924,Barn Swallow,Hirundo rustica,0,,,,American Crow
415,1924,Barred Owl,Strix varia,0,,,,American Crow
416,1924,Barrow's Goldeneye,Bucephala islandica,0,,,,American Crow
417,1924,Belted Kingfisher,Megaceryle alcyon,0,,,,American Crow
418,1924,Black-and-white Warbler,Mniotilta varia,0,,,,American Crow
419,1924,Black-backed Woodpecker,Picoides arcticus,0,,,,American Crow
420,1924,Black-capped Chickadee,Poecile atricapillus,0,,,,American Crow
421,1924,Black-crowned Night-Heron,Nycticorax nycticorax,0,,,,American Crow
422,1924,Black-headed Grosbeak,Pheucticus melanocephalus,0,,,,American Crow
423,1924,Black-legged Kittiwake,Rissa tridactyla,0,,,,American Crow
424,1924,Black-throated Gray Warbler,Setophaga nigrescens,0,,,,American Crow
425,1924,Black Scoter,Melanitta americana,0,,,,American Crow
426,1924,Black Vulture,Coragyps atratus,0,,,,American Crow
427,1924,Blue-gray Gnatcatcher,Polioptila caerulea,0,,,,American Crow
428,1924,Blue-winged Teal,Anas discors,0,,,,American Crow
429,1924,Blue Jay,Cyanocitta cristata,2,,,,American Crow
430,1924,Bohemian Waxwing,Bombycilla garrulus,0,,,,American Crow
431,1924,Bonaparte's Gull,Chroicocephalus philadelphia,0,,,,American Crow
432,1924,Boreal Chickadee,Poecile hudsonicus,0,,,,American Crow
433,1924,Boreal Owl,Aegolius funereus,0,,,,American Crow
434,1924,Brant,Branta bernicla,0,,,,American Crow
435,1924,Brown-headed Cowbird,Molothrus ater,0,,,,American Crow
436,1924,Brown Creeper,Certhia americana,0,,,,American Crow
437,1924,Brown Thrasher,Toxostoma rufum,0,,,,American Crow
438,1924,Bufflehead,Bucephala albeola,0,,,,American Crow
439,1924,Cackling Goose,Branta hutchinsii,0,,,,American Crow
440,1924,Canada Goose,Branta canadensis,0,,,,American Crow
441,1924,Canvasback,Aythya valisineria,0,,,,American Crow
442,1924,Carolina Wren,Thryothorus ludovicianus,0,,,,American Crow
443,1924,Caspian Tern,Hydroprogne caspia,0,,,,American Crow
444,1924,Cedar Waxwing,Bombycilla cedrorum,15,,,,American Crow
445,1924,Chipping Sparrow,Spizella passerina,0,,,,American Crow
446,1924,Common Eider,Somateria mollissima,0,,,,American Crow
447,1924,Common Gallinule,Gallinula galeata,0,,,,American Crow
448,1924,Common Goldeneye,Bucephala clangula,0,,,,American Crow
449,1924,Common Grackle,Quiscalus quiscula,0,,,,American Crow
450,1924,Common Loon,Gavia immer,0,,,,American Crow
451,1924,Common Merganser,Mergus merganser,0,,,,American Crow
452,1924,Common Raven,Corvus corax,0,,,,American Crow
453,1924,Common Redpoll,Acanthis flammea,0,,,,American Crow
454,1924,Common Snipe,Gallinago gallinago,0,,,,American Crow
455,1924,Common Yellowthroat,Geothlypis trichas,0,,,,American Crow
456,1924,Cooper's Hawk,Accipiter cooperii,0,,,,American Crow
457,1924,Dark-eyed Junco,Junco hyemalis,5,,,,American Crow
458,1924,Double-crested Cormorant,Phalacrocorax auritus,0,,,,American Crow
459,1924,Downy Woodpecker,Picoides pubescens,8,,,,American Crow
460,1924,Dunlin,Calidris alpina,0,,,,American Crow
461,1924,Eared Grebe,Podiceps nigricollis,0,,,,American Crow
462,1924,Eastern Bluebird,Sialia sialis,0,,,,American Crow
463,1924,Eastern Meadowlark,Sturnella magna,0,,,,American Crow
464,1924,Eastern Phoebe,Sayornis phoebe,0,,,,American Crow
465,1924,Eastern Screech-Owl,Megascops asio,0,,,,American Crow
466,1924,Eastern Towhee,Pipilo erythrophthalmus,0,,,,American Crow
467,1924,European Starling,Sturnus vulgaris,1,,,,American Crow
468,1924,Evening Grosbeak,Coccothraustes vespertinus,0,,,,American Crow
469,1924,Field Sparrow,Spizella pusilla,0,,,,American Crow
470,1924,Fox Sparrow,Passerella iliaca,0,,,,American Crow
471,1924,Franklin's Gull,Leucophaeus pipixcan,0,,,,American Crow
472,1924,Gadwall,Anas strepera,0,,,,American Crow
473,1924,Glaucous Gull,Larus hyperboreus,0,,,,American Crow
474,1924,Golden-crowned Kinglet,Regulus satrapa,8,,,,American Crow
475,1924,Golden Eagle,Aquila chrysaetos,0,,,,American Crow
476,1924,Gray Catbird,Dumetella carolinensis,0,,,,American Crow
477,1924,Gray Jay,Perisoreus canadensis,0,,,,American Crow
478,1924,Gray Partridge,Perdix perdix,0,,,,American Crow
479,1924,Great Black-backed Gull,Larus marinus,0,,,,American Crow
480,1924,Great Blue Heron,Ardea herodias,0,,,,American Crow
481,1924,Great Gray Owl,Strix nebulosa,0,,,,American Crow
482,1924,Great Horned Owl,Bubo virginianus,0,,,,American Crow
483,1924,Greater Scaup,Aythya marila,0,,,,American Crow
484,1924,Greater Yellowlegs,Tringa melanoleuca,0,,,,American Crow
485,1924,Green-winged Teal,Anas crecca,0,,,,American Crow
486,1924,Gyrfalcon,Falco rusticolus,0,,,,American Crow
487,1924,Hairy Woodpecker,Picoides villosus,1,,,,American Crow
488,1924,Harlequin Duck,Histrionicus histrionicus,0,,,,American Crow
489,1924,Harris's Sparrow,Zonotrichia querula,0,,,,American Crow
490,1924,Hermit Thrush,Catharus guttatus,0,,,,American Crow
491,1924,Herring Gull,Larus argentatus,19,,,,American Crow
492,1924,Hoary Redpoll,Acanthis hornemanni,0,,,,American Crow
493,1924,Hooded Merganser,Lophodytes cucullatus,0,,,,American Crow
494,1924,Horned Grebe,Podiceps auritus,0,,,,American Crow
495,1924,Horned Lark,Eremophila alpestris,0,,,,American Crow
496,1924,House Finch,Haemorhous mexicanus,0,,,,American Crow
497,1924,House Sparrow,Passer domesticus,0,,,,American Crow
498,1924,House Wren,Troglodytes aedon,0,,,,American Crow
499,1924,Iceland Gull,Larus glaucoides,0,,,,American Crow
500,1924,Killdeer,Charadrius vociferus,0,,,,American Crow
501,1924,King Eider,Somateria spectabilis,0,,,,American Crow
502,1924,Lapland Longspur,Calcarius lapponicus,0,,,,American Crow
503,1924,Least Sandpiper,Calidris minutilla,0,,,,American Crow
504,1924,Lesser Black-backed Gull,Larus fuscus,0,,,,American Crow
505,1924,Lesser Scaup,Aythya affinis,0,,,,American Crow
506,1924,Lesser Yellowlegs,Tringa flavipes,0,,,,American Crow
507,1924,Lincoln's Sparrow,Melospiza lincolnii,0,,,,American Crow
508,1924,Little Gull,Hydrocoloeus minutus,0,,,,American Crow
509,1924,Long-eared Owl,Asio otus,0,,,,American Crow
510,1924,Long-tailed Duck,Clangula hyemalis,0,,,,American Crow
511,1924,Mallard,Anas platyrhynchos,0,,,,American Crow
512,1924,Marsh Wren,Cistothorus palustris,0,,,,American Crow
513,1924,Merlin,Falco columbarius,0,,,,American Crow
514,1924,Mourning Dove,Zenaida macroura,0,,,,American Crow
515,1924,Mute Swan,Cygnus olor,0,,,,American Crow
516,1924,Nashville Warbler,Oreothlypis ruficapilla,0,,,,American Crow
517,1924,Northern Bobwhite,Colinus virginianus,0,,,,American Crow
518,1924,Northern Cardinal,Cardinalis cardinalis,0,,,,American Crow
519,1924,Northern Flicker,Colaptes auratus,0,,,,American Crow
520,1924,Northern Gannet,Morus bassanus,0,,,,American Crow
521,1924,Northern Goshawk,Accipiter gentilis,0,,,,American Crow
522,1924,Northern Harrier,Circus cyaneus,0,,,,American Crow
523,1924,Northern Hawk Owl,Surnia ulula,0,,,,American Crow
524,1924,Northern Mockingbird,Mimus polyglottos,0,,,,American Crow
525,1924,Northern Pintail,Anas acuta,0,,,,American Crow
526,1924,Northern Saw-whet Owl,Aegolius acadicus,0,,,,American Crow
527,1924,Northern Shoveler,Anas clypeata,0,,,,American Crow
528,1924,Northern Shrike,Lanius excubitor,0,,,,American Crow
529,1924,Orange-crowned Warbler,Oreothlypis celata,0,,,,American Crow
530,1924,Ovenbird,Seiurus aurocapilla,0,,,,American Crow
531,1924,Pacific Loon,Gavia pacifica,0,,,,American Crow
532,1924,Palm Warbler,Setophaga palmarum,0,,,,American Crow
533,1924,Peregrine Falcon,Falco peregrinus,0,,,,American Crow
534,1924,Pied-billed Grebe,Podilymbus podiceps,0,,,,American Crow
535,1924,Pileated Woodpecker,Dryocopus pileatus,0,,,,American Crow
536,1924,Pine Grosbeak,Pinicola enucleator,0,,,,American Crow
537,1924,Pine Siskin,Spinus pinus,0,,,,American Crow
538,1924,Pine Warbler,Setophaga pinus,0,,,,American Crow
539,1924,Pomarine Jaeger,Stercorarius pomarinus,0,,,,American Crow
540,1924,Purple Finch,Haemorhous purpureus,0,,,,American Crow
541,1924,Purple Sandpiper,Calidris maritima,0,,,,American Crow
542,1924,Red-bellied Woodpecker,Melanerpes carolinus,0,,,,American Crow
543,1924,Red-breasted Merganser,Mergus serrator,0,,,,American Crow
544,1924,Red-breasted Nuthatch,Sitta canadensis,0,,,,American Crow
545,1924,Red-headed Woodpecker,Melanerpes erythrocephalus,0,,,,American Crow
546,1924,Red-necked Grebe,Podiceps grisegena,0,,,,American Crow
547,1924,Red-shouldered Hawk,Buteo lineatus,0,,,,American Crow
548,1924,Red-tailed Hawk,Buteo jamaicensis,0,,,,American Crow
549,1924,Red-throated Loon,Gavia stellata,0,,,,American Crow
550,1924,Red-winged Blackbird,Agelaius phoeniceus,0,,,,American Crow
551,1924,Red Crossbill,Loxia curvirostra,0,,,,American Crow
552,1924,Redhead,Aythya americana,0,,,,American Crow
553,1924,Ring-billed Gull,Larus delawarensis,2,,,,American Crow
554,1924,Ring-necked Duck,Aythya collaris,0,,,,American Crow
555,1924,Ring-necked Pheasant,Phasianus colchicus,0,,,,American Crow
556,1924,Rock Pigeon,Columba livia,0,,,,American Crow
557,1924,Rose-breasted Grosbeak,Pheucticus ludovicianus,0,,,,American Crow
558,1924,Rough-legged Hawk,Buteo lagopus,0,,,,American Crow
559,1924,Ruby-crowned Kinglet,Regulus calendula,0,,,,American Crow
560,1924,Ruddy Duck,Oxyura jamaicensis,0,,,,American Crow
561,1924,Ruddy Turnstone,Arenaria interpres,0,,,,American Crow
562,1924,Ruffed Grouse,Bonasa umbellus,0,,,,American Crow
563,1924,Rusty Blackbird,Euphagus carolinus,0,,,,American Crow
564,1924,Sandhill Crane,Grus canadensis,0,,,,American Crow
565,1924,Savannah Sparrow,Passerculus sandwichensis,0,,,,American Crow
566,1924,Sharp-shinned Hawk,Accipiter striatus,0,,,,American Crow
567,1924,Short-eared Owl,Asio flammeus,0,,,,American Crow
568,1924,Snow Bunting,Plectrophenax nivalis,0,,,,American Crow
569,1924,Snow Goose,Chen caerulescens,0,,,,American Crow
570,1924,Snowy Owl,Bubo scandiacus,0,,,,American Crow
571,1924,Song Sparrow,Melospiza melodia,5,,,,American Crow
572,1924,Spotted Sandpiper,Actitis macularius,0,,,,American Crow
573,1924,Surf Scoter,Melanitta perspicillata,0,,,,American Crow
574,1924,Swainson's Thrush,Catharus ustulatus,0,,,,American Crow
575,1924,Swamp Sparrow,Melospiza georgiana,0,,,,American Crow
576,1924,Thayer's Gull,Larus thayeri,0,,,,American Crow
577,1924,Thick-billed Murre,Uria lomvia,0,,,,American Crow
578,1924,Trumpeter Swan,Cygnus buccinator,0,,,,American Crow
579,1924,Tufted Duck,Aythya fuligula,0,,,,American Crow
580,1924,Tufted Titmouse,Baeolophus bicolor,0,,,,American Crow
581,1924,Tundra Swan,Cygnus columbianus,0,,,,American Crow
582,1924,Turkey Vulture,Cathartes aura,0,,,,American Crow
583,1924,Varied Thrush,Ixoreus naevius,0,,,,American Crow
584,1924,Vesper Sparrow,Pooecetes gramineus,0,,,,American Crow
585,1924,White-breasted Nuthatch,Sitta carolinensis,0,,,,American Crow
586,1924,White-crowned Sparrow,Zonotrichia leucophrys,0,,,,American Crow
587,1924,White-throated Sparrow,Zonotrichia albicollis,0,,,,American Crow
588,1924,White-winged Crossbill,Loxia leucoptera,0,,,,American Crow
589,1924,White-winged Scoter,Melanitta fusca,0,,,,American Crow
590,1924,Whooper Swan,Cygnus cygnus,0,,,,American Crow
591,1924,Wild Turkey,Meleagris gallopavo,0,,,,American Crow
592,1924,Wilson's Warbler,Cardellina pusilla,0,,,,American Crow
593,1924,Winter Wren,Troglodytes hiemalis,0,,,,American Crow
594,1924,Wood Duck,Aix sponsa,0,,,,American Crow
595,1924,Yellow-bellied Sapsucker,Sphyrapicus varius,0,,,,American Crow
596,1924,Yellow-breasted Chat,Icteria virens,0,,,,American Crow
597,1924,Yellow-rumped Warbler,Setophaga coronata,0,,,,American Crow
598,1925,American Bittern,Botaurus lentiginosus,0,,,,American Crow
599,1925,American Black Duck,Anas rubripes,0,,,,American Crow
600,1925,American Coot,Fulica americana,0,,,,American Coot
601,1925,American Crow,Corvus brachyrhynchos,0,,,,American Crow
602,1925,American Goldfinch,Spinus tristis,0,,,,American Crow
603,1925,American Kestrel,Falco sparverius,0,,,,American Crow
604,1925,American Pipit,Anthus rubescens,0,,,,American Crow
605,1925,American Robin,Turdus migratorius,0,,,,American Crow
606,1925,American Three-toed Woodpecker,Picoides dorsalis,0,,,,American Crow
607,1925,American Tree Sparrow,Spizelloides arborea,53,,,,American Crow
608,1925,American Wigeon,Anas americana,0,,,,American Crow
609,1925,American Woodcock,Scolopax minor,0,,,,American Crow
610,1925,Bald Eagle,Haliaeetus leucocephalus,0,,,,American Crow
611,1925,Baltimore Oriole,Icterus galbula,0,,,,American Crow
612,1925,Barn Owl,Tyto alba,0,,,,American Crow
613,1925,Barn Swallow,Hirundo rustica,0,,,,American Crow
614,1925,Barred Owl,Strix varia,0,,,,American Crow
615,1925,Barrow's Goldeneye,Bucephala islandica,0,,,,American Crow
616,1925,Belted Kingfisher,Megaceryle alcyon,0,,,,American Crow
617,1925,Black-and-white Warbler,Mniotilta varia,0,,,,American Crow
618,1925,Black-backed Woodpecker,Picoides arcticus,0,,,,American Crow
619,1925,Black-capped Chickadee,Poecile atricapillus,32,,,,American Crow
620,1925,Black-crowned Night-Heron,Nycticorax nycticorax,0,,,,American Crow
621,1925,Black-headed Grosbeak,Pheucticus melanocephalus,0,,,,American Crow
622,1925,Black-legged Kittiwake,Rissa tridactyla,0,,,,American Crow
623,1925,Black-throated Gray Warbler,Setophaga nigrescens,0,,,,American Crow
624,1925,Black Scoter,Melanitta americana,0,,,,American Crow
625,1925,Black Vulture,Coragyps atratus,0,,,,American Crow
626,1925,Blue-gray Gnatcatcher,Polioptila caerulea,0,,,,American Crow
627,1925,Blue-winged Teal,Anas discors,0,,,,American Crow
628,1925,Blue Jay,Cyanocitta cristata,3,,,,American Crow
629,1925,Bohemian Waxwing,Bombycilla garrulus,0,,,,American Crow
630,1925,Bonaparte's Gull,Chroicocephalus philadelphia,0,,,,American Crow
631,1925,Boreal Chickadee,Poecile hudsonicus,0,,,,American Crow
632,1925,Boreal Owl,Aegolius funereus,0,,,,American Crow
633,1925,Brant,Branta bernicla,0,,,,American Crow
634,1925,Brown-headed Cowbird,Molothrus ater,0,,,,American Crow
635,1925,Brown Creeper,Certhia americana,1,,,,American Crow
636,1925,Brown Thrasher,Toxostoma rufum,0,,,,American Crow
637,1925,Bufflehead,Bucephala albeola,0,,,,American Crow
638,1925,Cackling Goose,Branta hutchinsii,0,,,,American Crow
639,1925,Canada Goose,Branta canadensis,0,,,,American Crow
640,1925,Canvasback,Aythya valisineria,0,,,,American Crow
641,1925,Carolina Wren,Thryothorus ludovicianus,0,,,,American Crow
642,1925,Caspian Tern,Hydroprogne caspia,0,,,,American Crow
643,1925,Cedar Waxwing,Bombycilla cedrorum,1,,,,American Crow
644,1925,Chipping Sparrow,Spizella passerina,0,,,,American Crow
645,1925,Common Eider,Somateria mollissima,0,,,,American Crow
646,1925,Common Gallinule,Gallinula galeata,0,,,,American Crow
647,1925,Common Goldeneye,Bucephala clangula,0,,,,American Crow
648,1925,Common Grackle,Quiscalus quiscula,0,,,,American Crow
649,1925,Common Loon,Gavia immer,0,,,,American Crow
650,1925,Common Merganser,Mergus merganser,0,,,,American Crow
651,1925,Common Raven,Corvus corax,0,,,,American Crow
652,1925,Common Redpoll,Acanthis flammea,0,,,,American Crow
653,1925,Common Snipe,Gallinago gallinago,0,,,,American Crow
654,1925,Common Yellowthroat,Geothlypis trichas,0,,,,American Crow
655,1925,Cooper's Hawk,Accipiter cooperii,0,,,,American Crow
656,1925,Dark-eyed Junco,Junco hyemalis,7,,,,American Crow
657,1925,Double-crested Cormorant,Phalacrocorax auritus,0,,,,American Crow
658,1925,Downy Woodpecker,Picoides pubescens,8,,,,American Crow
659,1925,Dunlin,Calidris alpina,0,,,,American Crow
660,1925,Eared Grebe,Podiceps nigricollis,0,,,,American Crow
661,1925,Eastern Bluebird,Sialia sialis,0,,,,American Crow
662,1925,Eastern Meadowlark,Sturnella magna,1,,,,American Crow
663,1925,Eastern Phoebe,Sayornis phoebe,0,,,,American Crow
664,1925,Eastern Screech-Owl,Megascops asio,0,,,,American Crow
665,1925,Eastern Towhee,Pipilo erythrophthalmus,0,,,,American Crow
666,1925,European Starling,Sturnus vulgaris,4,,,,American Crow
667,1925,Evening Grosbeak,Coccothraustes vespertinus,0,,,,American Crow
668,1925,Field Sparrow,Spizella pusilla,0,,,,American Crow
669,1925,Fox Sparrow,Passerella iliaca,0,,,,American Crow
670,1925,Franklin's Gull,Leucophaeus pipixcan,0,,,,American Crow
671,1925,Gadwall,Anas strepera,0,,,,American Crow
672,1925,Glaucous Gull,Larus hyperboreus,0,,,,American Crow
673,1925,Golden-crowned Kinglet,Regulus satrapa,0,,,,American Crow
674,1925,Golden Eagle,Aquila chrysaetos,0,,,,American Crow
675,1925,Gray Catbird,Dumetella carolinensis,0,,,,American Crow
676,1925,Gray Jay,Perisoreus canadensis,0,,,,American Crow
677,1925,Gray Partridge,Perdix perdix,0,,,,American Crow
678,1925,Great Black-backed Gull,Larus marinus,0,,,,American Crow
679,1925,Great Blue Heron,Ardea herodias,0,,,,American Crow
680,1925,Great Gray Owl,Strix nebulosa,0,,,,American Crow
681,1925,Great Horned Owl,Bubo virginianus,0,,,,American Crow
682,1925,Greater Scaup,Aythya marila,0,,,,American Crow
683,1925,Greater Yellowlegs,Tringa melanoleuca,0,,,,American Crow
684,1925,Green-winged Teal,Anas crecca,0,,,,American Crow
